Date,Score,Frequency
2018-06-20 00:00:00,0.15177288127426666,2615
2018-06-15 00:00:00,0.15561669788376212,3029
2018-06-10 00:00:00,0.13778204676703387,3086
2018-06-05 00:00:00,0.1271949430231255,3681
2018-05-31 00:00:00,0.1342554865287054,3643
2018-05-26 00:00:00,0.12880493335377774,2435
2018-05-21 00:00:00,0.10933878299423291,3343
2018-05-16 00:00:00,0.12083299001614571,2654
2018-05-11 00:00:00,0.11942854061797394,3087
2018-05-06 00:00:00,0.11388200287839575,4136
2018-05-01 00:00:00,0.10210083268180596,8541
2018-04-26 00:00:00,0.10567837748101873,3115
2018-04-21 00:00:00,0.10356252344542813,3109
2018-04-16 00:00:00,0.09695616642664584,3761
2018-04-11 00:00:00,0.15459248049901514,2913
2018-04-06 00:00:00,0.13079744886493566,3048
2018-04-01 00:00:00,0.11747438141607142,3893
2018-03-27 00:00:00,0.13165688257725475,3775
2018-03-22 00:00:00,0.1430003764478201,3362
2018-03-17 00:00:00,0.13406459064334578,3335
2018-03-12 00:00:00,0.1185880218992172,3907
2018-03-07 00:00:00,0.13856795324483795,2725
2018-03-02 00:00:00,0.13531467986953286,2982
2018-02-25 00:00:00,0.1293085559129321,4291
2018-02-20 00:00:00,0.14314255395092446,3467
2018-02-15 00:00:00,0.14467491962169748,3086
2018-02-10 00:00:00,0.14857610567826587,3622
2018-02-05 00:00:00,0.1260452794812468,5666
2018-01-31 00:00:00,0.12133303183670126,6932
2018-01-26 00:00:00,0.15319781086900033,5516
2018-01-21 00:00:00,0.13450505537849347,4517
2018-01-16 00:00:00,0.13434252897516413,4419
2018-01-11 00:00:00,0.15740446685393034,2824
2018-01-06 00:00:00,0.15923249076828927,3283
2018-01-01 00:00:00,0,0
