,Date,Sentiment score
0,2017-12-31 22:15:00,0.07563632694988627
1,2017-12-31 22:30:00,0.0
2,2017-12-31 22:45:00,0.0
3,2017-12-31 23:00:00,0.027272727272727268
4,2017-12-31 23:15:00,0.0
5,2017-12-31 23:30:00,0.0
6,2017-12-31 23:45:00,0.0
7,2018-01-01 00:00:00,0.12375875931689273
8,2018-01-01 00:15:00,0.12375875931689273
9,2018-01-01 00:30:00,0.0
10,2018-01-01 00:45:00,0.0
11,2018-01-01 01:00:00,0.0
12,2018-01-01 01:15:00,0.0
13,2018-01-01 01:30:00,0.0
14,2018-01-01 01:45:00,0.0
15,2018-01-01 02:00:00,0.03891414141414142
16,2018-01-01 02:15:00,0.11523905723905725
17,2018-01-01 02:30:00,0.0
18,2018-01-01 02:45:00,0.0
19,2018-01-01 03:00:00,0.0
20,2018-01-01 03:15:00,0.0
21,2018-01-01 03:30:00,0.0
22,2018-01-01 03:45:00,0.09863756613756616
23,2018-01-01 04:00:00,0.0
24,2018-01-01 04:15:00,0.17586941882594054
25,2018-01-01 04:30:00,0.23326361440491875
26,2018-01-01 04:45:00,0.0
27,2018-01-01 05:00:00,0.0
28,2018-01-01 05:15:00,0.0
29,2018-01-01 05:30:00,0.0
30,2018-01-01 05:45:00,0.0
31,2018-01-01 06:00:00,0.0
32,2018-01-01 06:15:00,0.0
33,2018-01-01 06:30:00,0.0
34,2018-01-01 06:45:00,0.0
35,2018-01-01 07:00:00,0.0
36,2018-01-01 07:15:00,0.013948306595365414
37,2018-01-01 07:30:00,0.013948306595365414
38,2018-01-01 07:45:00,0.0
39,2018-01-01 08:00:00,0.0
40,2018-01-01 08:15:00,0.0
41,2018-01-01 08:30:00,0.0
42,2018-01-01 08:45:00,0.1313212121212121
43,2018-01-01 09:00:00,0.0398442760942761
44,2018-01-01 09:15:00,0.14503703703703702
45,2018-01-01 09:30:00,0.12917471264367814
46,2018-01-01 09:45:00,0.0
47,2018-01-01 10:00:00,0.0
48,2018-01-01 10:15:00,0.14999999999999994
49,2018-01-01 10:30:00,0.0
50,2018-01-01 10:45:00,0.09046241060526776
51,2018-01-01 11:00:00,0.1177556818181818
52,2018-01-01 11:15:00,0.0
53,2018-01-01 11:30:00,0.0
54,2018-01-01 11:45:00,0.05018346732632445
55,2018-01-01 12:00:00,0.0
56,2018-01-01 12:15:00,0.16526060606060608
57,2018-01-01 12:30:00,0.0
58,2018-01-01 12:45:00,0.11777777777777775
59,2018-01-01 13:00:00,0.11483786788147252
60,2018-01-01 13:15:00,0.1023424024296117
61,2018-01-01 13:30:00,0.0974375
62,2018-01-01 13:45:00,0.1775706214689265
63,2018-01-01 14:00:00,0.13876314162028444
64,2018-01-01 14:15:00,0.02380952380952382
65,2018-01-01 14:30:00,0.10588556371165064
66,2018-01-01 14:45:00,0.0
67,2018-01-01 15:00:00,0.16170370370370368
68,2018-01-01 15:15:00,0.0
69,2018-01-01 15:30:00,0.0
70,2018-01-01 15:45:00,0.0
71,2018-01-01 16:00:00,0.0
