Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book,Score,Frequency
2018-01-02 13:30:00,1172.81,1175.49,1172.12,1174.0,71,47.95477219820426,0.7746880580454754,71730,-0.0042438304994324,-0.2042241213850957,14.0,0,0,60453.0,3.75,1169.47,3.74,20.43,0.0722943722943723,14.0
2018-01-02 14:00:00,1174.0,1174.6,1172.97,1173.52,78,53.66579828805352,0.51541996415214,71652,-0.0044693787954652,-0.21503886172286,15.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0722943722943723,14.0
2018-01-02 14:30:00,1174.6,1181.52,1170.5,1181.11,2969,66.98236446766771,-0.1806050035939428,74621,0.0018920566580439,0.0910410936387506,1.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.1246665968440162,31.0
2018-01-02 15:00:00,1180.87,1184.95,1180.74,1183.39,2015,71.10457790844158,-0.7746105093402122,76636,0.0036755020910175,0.1768826193786026,2.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.1246665968440162,31.0
2018-01-02 15:30:00,1183.39,1184.02,1181.59,1182.2,1590,71.9245008193233,-1.0503206551062638,75046,0.0025613949342147,0.1232793794029021,3.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0979428936325488,29.0
2018-01-02 16:00:00,1182.2,1184.5,1182.15,1183.59,1423,78.32014072119507,-1.2743319336302323,76469,0.0035929797941115,0.1729546978576763,4.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0979428936325488,29.0
2018-01-02 16:30:00,1183.59,1187.7,1183.14,1187.21,1636,78.83990434729198,-1.5936052524251605,78105,0.0063995154524591,0.3081329450005796,5.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0348111658456486,29.0
2018-01-02 17:00:00,1187.42,1187.89,1186.3,1187.16,1096,84.72364987744031,-1.718007162649971,77009,0.0061063088562488,0.2940885157847788,6.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0348111658456486,29.0
2018-01-02 17:30:00,1187.16,1187.27,1184.98,1186.95,972,86.28372030599894,-1.6996195835193046,76037,0.0056945282942216,0.2743203386951336,7.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0071666666666666,15.0
2018-01-02 18:00:00,1186.94,1188.13,1186.67,1187.93,1349,74.44358321337553,-1.664767469149249,77386,0.0062673943620608,0.3019940509032039,8.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0071666666666666,15.0
