Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book,Sentiment score,Score,Frequency
2018-01-02 13:30:00,169.99,170.15,169.92,170.1,41,48.7046632124349,0.0009461999093669,468383,-0.0008219791133968,-0.0057115783568519,35.0,0,0,88293.0,0.97,40.65,1.9,5.89,0.1515960256156334,0.0460563973063973,12.0
2018-01-02 13:45:00,169.98,170.18,169.98,170.03,36,49.46236559139756,-0.0148103775259736,468347,-0.0011848614309445,-0.0082326929310738,36.0,0,1,88293.0,0.97,40.65,1.9,5.89,0.1515960256156334,0.0460563973063973,12.0
2018-01-02 14:00:00,170.13,170.28,170.03,170.17,64,49.76525821596198,-0.0339813626831967,468411,-0.0003482440282815,-0.0024196461494625,37.0,0,0,88293.0,0.97,40.65,1.9,5.89,0.1120337301587301,0.2445123106060606,16.0
2018-01-02 14:15:00,170.2,170.2,169.97,170.07,66,53.83951682484896,-0.038893768016445,468345,-0.0008990264094742,-0.0062463266926329,38.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1120337301587301,0.2445123106060606,16.0
2018-01-02 14:30:00,170.01,170.32,169.25,170.32,2489,55.43278084714521,-0.056859190917119,470834,0.0005472841327838,0.0038025488639448,1.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.0126251379339614,0.1439346884999059,23.0
2018-01-02 14:45:00,170.32,171.06,170.32,170.97,2466,60.81504702194373,-0.1074616871247111,473300,0.0041937958176056,0.0291436253791061,2.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.0126251379339614,0.1439346884999059,23.0
2018-01-02 15:00:00,170.97,171.36,170.83,171.14,2206,64.92307692307674,-0.1449903965733593,475506,0.0049876574202934,0.0346674047760018,3.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1388956032560877,0.1809273288439954,18.0
2018-01-02 15:15:00,171.12,171.57,171.06,171.54,1989,77.98490901020823,-0.1867049930359914,477495,0.0070468460798252,0.0489941732161298,4.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1388956032560877,0.1809273288439954,18.0
2018-01-02 15:30:00,171.52,171.58,171.28,171.38,1913,77.98490901020823,-0.192693044124692,475582,0.0058666294920726,0.0407983232861113,5.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.0,0.1986458333333333,8.0
2018-01-02 15:45:00,171.39,171.53,171.18,171.49,1755,78.45351867940899,-0.1927660679837546,477337,0.0062552639227062,0.0435121145297614,6.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0,0.1986458333333333,8.0
2018-01-02 16:00:00,171.5,171.51,171.2,171.35,1444,80.63241106719319,-0.1727340705211079,475893,0.0052195813808044,0.0363155610187959,7.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.111855107258333,0.0744023569023568,20.0
2018-01-02 16:15:00,171.33,171.49,171.14,171.25,1761,80.95238095238027,-0.14330975626679,474132,0.0044504421365763,0.0309698527435671,8.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.111855107258333,0.0744023569023568,20.0
2018-01-02 16:30:00,171.26,171.33,171.07,171.21,1598,80.95238095238027,-0.1130434188874133,472534,0.004049829921847,0.0281867212634381,9.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1399940968122786,0.0506983901515151,20.0
2018-01-02 16:45:00,171.18,171.32,171.11,171.2,1436,82.92682926829205,-0.0854928102406677,471098,0.0038340683982523,0.0266892027825065,10.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1399940968122786,0.0506983901515151,20.0
2018-01-02 17:00:00,171.19,171.44,171.16,171.41,1297,78.61507128309515,-0.0749336468135552,472395,0.0048657969497411,0.0338778614969044,11.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1179921782762691,0.212797619047619,7.0
2018-01-02 17:15:00,171.39,171.49,171.27,171.34,1443,78.61507128309515,-0.0575381860585877,470952,0.0042799616510899,0.0298042198695895,12.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1179921782762691,0.212797619047619,7.0
2018-01-02 17:30:00,171.36,171.4,171.2,171.26,1315,82.59723137771849,-0.0360004475740378,469637,0.0036610550915591,0.0254981720315754,13.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.2965277777777778,0.006584249084249,13.0
2018-01-02 17:45:00,171.27,171.4,171.19,171.28,1226,76.37130801687752,-0.0192951675781941,470863,0.0036295591341362,0.0252825574420967,14.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.2965277777777778,0.006584249084249,13.0
2018-01-02 18:00:00,171.25,171.56,171.25,171.51,1275,78.16593886462901,-0.0198522291361666,472138,0.0047811434508938,0.0333106924443598,15.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0599747474747474,0.1490353535353535,15.0
