Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book
2017-09-25 15:15:00,940.63,942.58,939.77,942.15,751,42.4576271186436,-0.10657549857551203,751,2.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 15:30:00,942.14,942.41,941.17,941.69,999,49.59168522642862,-0.13818906015370885,-248,3.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 15:45:00,941.67,942.65,939.77,940.6,1018,50.667475728154734,-0.0806406077133506,-1266,4.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 16:00:00,940.58,940.63,935.34,935.36,905,50.667475728154734,0.2948031838876872,-2171,1.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 16:15:00,935.34,937.18,935.02,936.52,839,48.90552995391639,0.4407112669496371,-1332,2.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 16:30:00,936.55,939.48,935.48,937.97,687,51.94174757281535,0.41559047929796633,-645,3.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 16:45:00,938.0,939.6,937.62,939.0,516,47.83783783783749,0.31044518609732397,-129,4.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 17:00:00,938.98,939.48,938.12,939.0,647,43.19414316702785,0.2256785995213918,-129,5.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 17:15:00,938.98,940.0,937.63,937.66,593,43.19414316702785,0.2431298983324075,-722,6.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 17:30:00,937.95,939.18,936.79,938.19,628,40.72524407252432,0.20384138793641154,-94,7.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 17:45:00,938.44,938.5,936.63,937.45,636,40.04113815563931,0.21163287029063782,-730,8.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 18:00:00,937.43,938.17,936.24,937.08,695,51.48614609571773,0.22442984789725684,-1425,9.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 18:15:00,937.07,937.07,934.46,934.74,865,51.48614609571773,0.36490261094325094,-2290,10.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 18:30:00,934.72,935.31,933.11,933.75,955,51.48614609571773,0.49105073543600253,-3245,11.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 18:45:00,933.73,935.0,933.66,934.76,896,51.67082294264356,0.4728530292715485,-2349,12.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 19:00:00,934.78,934.88,932.86,934.12,897,48.33377765929102,0.46935752431912814,-3246,13.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 19:15:00,934.13,934.99,932.91,934.43,932,50.22872827081407,0.4135637730370312,-2314,14.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 19:30:00,934.41,936.5,934.41,935.73,1007,52.202086765513485,0.2637932121044324,-1307,15.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 19:45:00,935.73,939.8,935.49,939.77,1519,60.67768249320221,-0.11249060914627695,212,1.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 20:00:00,939.77,940.0,938.16,939.79,51,54.32489451476772,-0.35421973658408157,263,2.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 20:15:00,939.79,940.85,938.97,939.75,28,67.43044189852702,-0.4943043501387907,235,3.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-25 20:30:00,939.73,940.99,939.72,940.87,19,71.04477611940372,-0.63623855507866,254,4.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-25 20:45:00,940.79,940.8,940.47,940.55,23,65.3128430296381,-0.6785440702457074,231,5.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 12:30:00,943.73,944.17,943.17,943.5,19,70.91029023746717,-0.8633237492725022,250,6.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 12:45:00,943.47,945.75,943.47,943.97,76,53.72533997318542,-0.9674815221898194,326,7.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 13:00:00,944.0,945.59,943.97,944.8,50,47.75113929066774,-1.036416196578743,376,8.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 13:15:00,944.78,945.54,943.41,945.54,56,40.91303751770762,-1.071554253753187,432,9.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 13:30:00,943.41,945.77,940.48,944.6,1061,41.99983580986777,-0.9740112868758577,-629,10.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 13:45:00,944.63,944.99,941.92,943.38,1064,37.81397961640309,-0.7783308734732206,-1693,11.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 14:00:00,943.36,948.42,943.36,947.21,1016,42.0358152686145,-0.8519029292223288,-677,12.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 14:15:00,947.28,947.5,943.67,943.69,997,41.319444444444585,-0.619378959456397,-1674,13.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 14:30:00,943.69,944.0,940.27,940.94,921,42.02401372212696,-0.25491713288946505,-2595,14.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 14:45:00,940.76,941.1,936.1,936.8,1040,38.06611886107407,0.26242265548296095,-3635,1.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 15:00:00,936.82,937.73,935.32,935.6,965,42.70982526496719,0.6602415360684033,-4600,2.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 15:15:00,935.8,936.51,931.69,932.47,945,42.70982526496719,1.0839559712270943,-5545,3.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 15:30:00,932.45,935.6,932.12,935.41,1083,45.13529073114555,1.1118456531727443,-4462,4.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 15:45:00,935.25,937.03,935.05,935.48,904,39.871924502864886,1.0708005990010017,-3558,5.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 16:00:00,935.5,938.15,935.05,937.21,651,37.29349736379612,0.8803223441790449,-2907,6.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 16:15:00,937.24,937.62,933.77,935.59,683,42.46231155778878,0.8179501801556477,-3590,7.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 16:30:00,935.56,936.85,932.97,934.11,784,46.443842645382,0.8283433370713164,-4374,8.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 16:45:00,934.1,936.82,933.1,936.82,773,58.767490324501686,0.6145155875756695,-3601,9.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 17:00:00,936.72,939.81,936.47,939.53,666,60.33516111145337,0.2699591164568478,-2935,1.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 17:15:00,939.53,941.16,938.19,940.99,764,63.53666895133654,-0.05931657683226921,-2171,2.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 17:30:00,940.99,943.75,940.46,943.48,636,64.5766590389016,-0.42735039792601925,-1535,3.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 17:45:00,943.46,943.73,941.02,941.77,480,64.5766590389016,-0.5313759155741418,-2015,4.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 18:00:00,941.76,942.66,939.99,940.02,469,62.10387323943657,-0.46070913403364977,-2484,5.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 18:15:00,940.0,940.87,938.97,939.83,490,65.9923998830753,-0.3827585794206131,-2974,6.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 18:30:00,939.82,940.27,938.18,938.98,518,67.38299904489043,-0.2613369514896387,-3492,1.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 18:45:00,938.99,940.6,938.37,940.03,489,67.76933392936988,-0.239691540831802,-3003,1.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 19:00:00,940.06,941.45,939.7,939.89,456,68.54471798067962,-0.20522929291882042,-3459,2.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 19:15:00,939.96,941.45,939.77,940.78,544,69.92790323541695,-0.229804702359608,-2915,3.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 19:30:00,940.8,940.99,938.59,938.68,869,70.17580144777675,-0.09875690189218714,-3784,1.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 19:45:00,938.67,939.72,937.32,938.59,1142,73.27502429543277,-0.005085647941336646,-4926,2.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 20:00:00,938.59,939.7,938.41,939.0,40,77.76395454922472,0.028351068152078572,-4886,3.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 20:15:00,939.0,939.5,938.54,938.62,20,73.68636270701279,0.07263247154102298,-4906,4.0,0,0,37955.0,0.4,968.0,2.78,20.02
2017-09-26 20:30:00,938.61,938.65,938.59,938.62,8,68.11862835959244,0.09697355414779972,-4906,5.0,0,1,37955.0,0.4,968.0,2.78,20.02
2017-09-26 20:45:00,938.59,939.0,938.54,939.0,3,60.41666666666655,0.08306869562804156,-4903,6.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-27 12:30:00,946.0,948.16,945.12,946.0,73,65.28010734652787,-0.3767413270157943,-4830,1.0,1,1,37955.0,0.4,968.0,2.78,20.02
2017-09-27 12:45:00,945.99,947.25,945.12,946.84,74,63.645943097997836,-0.6979565879189986,-4756,2.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-27 13:00:00,946.83,947.26,946.22,946.76,56,68.77033181522454,-0.8551616674722398,-4812,3.0,1,0,37955.0,0.4,968.0,2.78,20.02
2017-09-27 13:15:00,946.57,947.5,945.14,946.11,79,65.79520697167725,-0.8630022379233493,-4891,4.0,1,1,37955.0,0.4,968.0,2.78,20.02
