Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book,Score,Frequency
2018-01-02 13:30:00,1172.81,1172.81,1172.12,1172.75,8,76.95961995249361,-0.2403966166648328,20483,-0.0006189147137442,-0.0296441525304089,102.0,0,0,60453.0,3.75,1169.47,3.74,20.43,0.106060606060606,2.0
2018-01-02 13:35:00,1172.75,1173.1,1172.72,1172.72,4,75.26132404181041,-0.360039511097052,20479,-0.0006192217140785,-0.0296581073332617,103.0,0,1,60453.0,3.75,1169.47,3.74,20.43,0.106060606060606,2.0
2018-01-02 13:40:00,1172.73,1173.25,1172.72,1172.73,12,72.83742847525991,-0.425641135291149,20491,-0.0005867648499278,-0.0281028874378534,104.0,0,1,60453.0,3.75,1169.47,3.74,20.43,0.0766666666666666,2.0
2018-01-02 13:45:00,1172.75,1174.05,1172.72,1173.0,15,72.35634138048232,-0.4695542630584138,20506,-0.0003426857351812,-0.0164125781263919,105.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0766666666666666,2.0
2018-01-02 13:50:00,1173.98,1174.43,1173.97,1174.43,18,79.91218441273392,-0.57052974360305,20524,0.0008416112604138,0.0403094837608932,1.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0,0.0
2018-01-02 13:55:00,1174.4,1175.49,1173.99,1174.0,14,81.75182481751916,-0.5819762924495906,20510,0.000456525507442,0.0218659745937657,2.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0,0.0
2018-01-02 14:00:00,1174.0,1174.15,1173.97,1173.98,8,74.74747474747528,-0.5615465948396674,20502,0.0004222400914426,0.0202241716683602,3.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0,1.0
2018-01-02 14:05:00,1173.99,1174.3,1173.97,1174.3,7,70.15306122448965,-0.5426265694226332,20509,0.0006676617904087,0.0319800865049728,4.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0,1.0
2018-01-02 14:10:00,1174.48,1174.6,1173.99,1174.0,21,70.15306122448965,-0.4848408890043255,20488,0.0003958558389776,0.0189612595831931,5.0,0,0,60453.0,3.75,1169.47,3.74,20.43,0.2433333333333333,5.0
2018-01-02 14:15:00,1172.99,1174.19,1172.97,1173.53,14,67.07317073170694,-0.3937701365297535,20474,-4.4612622439198e-06,-0.0002136917728421,1.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.2433333333333333,5.0
2018-01-02 14:20:00,1173.52,1173.75,1173.52,1173.54,3,63.625866050807886,-0.3163460219010864,20477,3.900782469712746e-06,0.0001868451593054,1.0,0,0,60453.0,3.75,1169.47,3.74,20.43,0.2477272727272727,6.0
2018-01-02 14:25:00,1173.74,1174.3,1173.51,1173.52,25,66.33416458852804,-0.2488985090323153,20452,-1.2626381040358595e-05,-0.0006047958272574,1.0,0,0,60453.0,3.75,1169.47,3.74,20.43,0.2477272727272727,6.0
2018-01-02 14:30:00,1174.6,1174.8,1170.5,1172.06,456,66.33416458852804,-0.0987751209976635,19996,-0.0012075068704227,-0.0578359803046168,2.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0886363636363636,5.0
2018-01-02 14:35:00,1172.32,1174.75,1170.98,1174.31,532,67.8822298610076,-0.1412402164574176,20528,0.0006820149214852,0.0326673914719322,1.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0886363636363636,5.0
2018-01-02 14:40:00,1174.67,1177.44,1173.97,1177.42,567,61.0309278350521,-0.3567512276980996,21095,0.0032010926494428,0.1533471016105068,2.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.3444444444444444,6.0
2018-01-02 14:45:00,1177.56,1180.05,1177.39,1177.87,630,59.24528301886792,-0.4988585292033705,21725,0.003443454681234,0.1649805486060813,3.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.3444444444444444,6.0
2018-01-02 14:50:00,1177.94,1179.52,1177.93,1178.74,334,59.21142080217549,-0.6131747272532004,22059,0.0040198571054046,0.1926283702293858,4.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.1843055555555555,6.0
2018-01-02 14:55:00,1178.73,1181.52,1177.97,1181.11,450,62.233736327000656,-0.7984083025505396,22509,0.0058003811459828,0.2780154929653236,5.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.1843055555555555,6.0
2018-01-02 15:00:00,1180.87,1183.2,1180.74,1183.2,415,67.89392683793004,-0.998692586015726,22924,0.0072807412055995,0.3490737089275626,6.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.2183333333333333,5.0
2018-01-02 15:05:00,1183.19,1183.53,1181.48,1182.4,334,66.32358043251939,-1.0112018578354571,22590,0.0063392340596103,0.3040119948520896,7.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.2183333333333333,5.0
2018-01-02 15:10:00,1182.42,1182.61,1181.33,1181.4,274,76.19237411983522,-0.8902933671199416,22316,0.0052717796608845,0.2528742695635628,8.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.255,5.0
2018-01-02 15:15:00,1181.4,1182.23,1180.97,1181.98,275,73.26670830730774,-0.7909021806144467,22591,0.0055379680525993,0.2657027295806529,9.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.255,5.0
2018-01-02 15:20:00,1182.0,1182.61,1181.0,1182.61,297,71.96506550218301,-0.7115961308994725,22888,0.0058343409658586,0.2799888970482698,10.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0888888888888888,3.0
2018-01-02 15:25:00,1182.61,1184.95,1182.54,1183.39,420,70.27811735941282,-0.656987188033332,23308,0.0062413431558733,0.2995971755954087,11.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0888888888888888,3.0
2018-01-02 15:30:00,1183.39,1184.02,1182.59,1183.28,242,74.90551237253061,-0.5624254768055876,23066,0.0059052954194318,0.2835345412584047,12.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.1095238095238095,7.0
2018-01-02 15:35:00,1183.25,1183.53,1181.97,1183.01,286,74.90551237253061,-0.436286517901284,22780,0.0054519759958486,0.2618273043462977,13.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.1095238095238095,7.0
2018-01-02 15:40:00,1183.01,1183.71,1182.77,1182.95,249,74.90551237253061,-0.3093752887426406,22531,0.0051880793546741,0.2492066257443639,14.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0333333333333333,3.0
2018-01-02 15:45:00,1182.86,1183.3,1181.59,1181.98,298,75.6606397774677,-0.1298537089559182,22233,0.0041919928640432,0.2013946012052656,15.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0333333333333333,3.0
2018-01-02 15:50:00,1182.0,1183.17,1181.72,1182.88,276,77.34165923282666,-0.0458108669547963,22509,0.0047613162875464,0.2287908913542651,16.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.025,3.0
2018-01-02 15:55:00,1182.85,1183.32,1182.14,1182.2,239,78.7167823796976,0.0749184083453311,22270,0.0040189845573678,0.1931520328696478,17.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.025,3.0
