Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book,Sentiment score,Score,Frequency
2018-01-02 13:30:00,169.99,170.15,169.92,170.15,24,53.83800952885108,0.0172495954866087,68809,0.0011225108205156,0.0077869821348599,1.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0,0.1207070707070707,3.0
2018-01-02 13:35:00,170.12,170.12,169.98,170.01,12,55.69620253164551,-0.0043836528634146,68797,0.0002870634305023,0.0019914142079926,2.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.0,0.1207070707070707,3.0
2018-01-02 13:40:00,170.02,170.1,169.97,170.1,5,56.13207547169805,-0.0240268143124616,68802,0.0007845475237592,0.0054427312978759,3.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0936507936507936,0.1307407407407407,9.0
2018-01-02 13:45:00,169.98,170.06,169.98,170.06,9,59.96055226824495,-0.0330418425981389,68793,0.0005276583387846,0.0036606634038491,4.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0936507936507936,0.1307407407407407,9.0
2018-01-02 13:50:00,170.14,170.18,170.05,170.05,22,64.91228070175465,-0.0367620011104358,68771,0.0004504309783182,0.0031249511135058,5.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1304166666666666,0.3408333333333333,4.0
2018-01-02 13:55:00,170.07,170.12,170.03,170.03,5,70.51282051282016,-0.0362464562960356,68766,0.0003197117341514,0.0022180902855097,6.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1304166666666666,0.3408333333333333,4.0
2018-01-02 14:00:00,170.13,170.15,170.03,170.15,9,72.28915662650672,-0.0419549403354109,68775,0.0009854322028569,0.0068369887057144,7.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1435802469135802,0.2312499999999999,8.0
2018-01-02 14:05:00,170.04,170.21,170.03,170.2,22,70.0934579439252,-0.046702416651825,68797,0.0012293388395131,0.0085296558152947,8.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1435802469135802,0.2312499999999999,8.0
2018-01-02 14:10:00,170.22,170.28,170.11,170.17,33,70.0934579439252,-0.0453868240320497,68764,0.0010115285823749,0.0070186889205672,9.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0,0.2782491582491582,5.0
2018-01-02 14:15:00,170.2,170.2,170.11,170.12,20,71.63323782235008,-0.0389601837741788,68744,0.0006892545273815,0.0047826619040733,10.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0,0.2782491582491582,5.0
2018-01-02 14:20:00,170.14,170.17,170.09,170.09,13,74.25897035881478,-0.0308544881127087,68731,0.0004926676751273,0.0034186359470425,11.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0126251379339614,0.1222943722943722,9.0
2018-01-02 14:25:00,170.15,170.15,169.97,170.07,33,78.62068965517287,-0.022689160032132,68698,0.0003603127775122,0.0025002580667603,12.0,0,0,88293.0,0.97,40.65,1.9,5.89,0.0126251379339614,0.1222943722943722,9.0
2018-01-02 14:30:00,170.01,170.14,169.25,169.61,878,76.58349328214993,0.0132169897679752,67820,-0.0022536600331186,-0.0156370069554441,1.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1333465608465608,0.2628787878787879,4.0
2018-01-02 14:35:00,169.62,170.18,169.48,170.04,840,76.15198059822187,0.0078004444972913,68660,0.000265033618053,0.0018389541016006,1.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1333465608465608,0.2628787878787879,4.0
2018-01-02 14:40:00,170.03,170.32,169.91,170.32,771,64.72831267874156,-0.0136775504548499,69431,0.0018370177245139,0.012747230411378,2.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1402161319165395,0.1199393939393939,5.0
2018-01-02 14:45:00,170.32,170.9,170.32,170.69,851,67.87264833574545,-0.0498090547586619,70282,0.0038553951986919,0.0267571429442341,3.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1402161319165395,0.1199393939393939,5.0
2018-01-02 14:50:00,170.69,171.02,170.67,170.97,818,70.69306930693087,-0.0873739070236472,71100,0.0052852105071668,0.0366882353778237,4.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1353741934948831,0.3860479797979798,4.0
