Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book
2016-03-16 20:30:00,105.099,105.479,104.969,105.149,164,19.607843137254136,-0.0031908831908708636,164,2.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-17 12:30:00,105.269,105.599,105.059,105.289,394,31.666666666666586,-0.013950795853932049,558,3.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-17 13:30:00,105.479,105.709,104.939,105.639,6658,48.214285714286035,-0.04226068986795508,7216,4.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-17 14:30:00,105.609,106.109,105.489,105.909,6658,51.15789473684286,-0.07488478700296045,13874,5.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-17 15:30:00,105.919,106.359,105.869,106.329,6347,55.99393019726906,-0.11790470598903291,20221,6.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-17 16:30:00,106.319,106.459,105.909,105.979,6690,45.05494505494509,-0.11577701965631997,13531,7.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-17 17:30:00,105.969,106.219,105.779,105.919,7231,45.05494505494509,-0.10370646905766939,6300,8.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-17 18:30:00,105.939,105.989,105.539,105.939,6866,45.65376186997791,-0.09090572705521213,13166,9.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-17 19:30:00,105.949,106.039,105.669,105.769,4084,46.992481203007294,-0.06598580260935899,9082,10.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-17 20:30:00,105.769,105.849,105.739,105.819,12,44.142614601018415,-0.04866564406141621,9094,11.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-18 12:30:00,106.269,106.639,106.079,106.349,314,49.32614555256049,-0.06753838266327022,9408,12.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-18 13:30:00,106.339,106.339,105.399,105.729,7236,49.32614555256049,-0.03456254085642557,2172,13.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-18 14:30:00,105.699,106.129,105.589,105.899,7269,48.83153121730021,-0.021154840834900268,9441,14.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-18 15:30:00,105.939,105.979,105.629,105.859,6661,51.02040816326511,-0.007265001213662525,2780,15.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-18 16:30:00,105.829,105.879,105.669,105.689,6448,49.97437211686303,0.014511760526902034,-3668,16.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-18 17:30:00,105.709,105.879,105.169,105.789,6927,53.203342618384255,0.022826473953501736,3259,17.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-18 18:30:00,105.789,105.979,105.639,105.819,6753,52.017448200654165,0.026682775598670494,10012,18.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-18 19:30:00,105.859,105.959,105.689,105.879,3995,50.36496350364931,0.025567132051069835,14007,19.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-18 20:30:00,105.879,105.919,105.489,105.659,74,35.08451347647329,0.039204326660800315,13933,20.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-21 12:30:00,105.609,106.039,105.589,105.799,152,40.56902002107482,0.03830971657668478,14085,21.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-21 13:30:00,105.829,107.019,105.829,106.709,7524,52.57847533632275,-0.020873166955737515,21609,22.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-21 14:30:00,106.689,106.889,106.399,106.669,7566,52.13973799126641,-0.052813191707718504,14043,23.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-21 15:30:00,106.669,106.809,106.579,106.659,7108,44.78619654913735,-0.06779772944973236,6935,24.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-21 16:30:00,106.669,106.769,106.089,106.569,6863,47.47145187601968,-0.06610944434215404,72,25.0,1,0,75872.0,0.82,24.34,1.29,4.21
2016-03-21 17:30:00,106.569,106.659,105.099,105.729,7538,46.14305750350648,-0.006045534914341649,-7466,26.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-21 18:30:00,105.709,105.969,105.539,105.739,7003,45.16898608349912,0.0332272002824488,-463,27.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-21 19:30:00,105.719,105.939,105.499,105.879,4062,44.022169437846536,0.04903766078218319,3599,28.0,1,1,75872.0,0.82,24.34,1.29,4.21
2016-03-21 20:30:00,105.899,105.999,105.889,105.889,19,40.93567251461986,0.05749814112471671,3618,29.0,0,0,75872.0,0.82,24.34,1.29,4.21
