Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book
2014-06-30 17:30:00,93.661,94.194,93.42,93.46,1512,0.0,0.012189173789170126,-1512,-0.0019596638817343413,-0.007490196078421718,1.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-01 13:30:00,93.973,94.546,93.611,94.546,3405,78.63866763215044,-0.05014362935366762,1893,0.009256069500097726,0.03539177239522928,1.0,1,0,37432.0,0.32,20.94,0.84,4.15
2014-07-01 17:30:00,94.536,94.546,93.993,93.993,1382,78.63866763215044,-0.05120633689458418,511,0.003221015172407304,0.012317585242470841,2.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-02 13:30:00,94.344,94.515,93.791,94.043,3249,56.573705179282996,-0.0521757683081918,3760,0.0036069095478804417,0.01379532699768049,3.0,1,0,37432.0,0.32,20.94,0.84,4.15
2014-07-02 17:30:00,94.053,94.053,93.54,93.902,1227,56.573705179282996,-0.040727823936415664,2533,0.002019582296025764,0.00772492201737407,4.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-03 13:30:00,94.113,94.545,93.661,94.485,3355,61.89241736876214,-0.0682081908025745,5888,0.007914998126408578,0.03028472899708845,5.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-03 17:30:00,94.465,94.515,94.283,94.495,99,55.06018724921986,-0.0819245211142022,5987,0.0077046736286452075,0.029489249428579,6.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-07 13:30:00,94.936,95.911,94.936,95.69,3200,66.04427044119858,-0.16173199633573093,9187,0.019630644992715943,0.07519555337255213,7.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-07 17:30:00,95.68,96.423,95.589,96.403,1438,65.27279253409907,-0.24765174716705973,10625,0.026132389714832574,0.10020749245599347,8.0,1,0,37432.0,0.32,20.94,0.84,4.15
2014-07-08 13:30:00,96.79,97.242,94.358,95.544,5559,65.27279253409907,-0.2320126826739437,5066,0.01631192178722449,0.06259151235967408,9.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-08 17:30:00,95.534,95.835,95.293,95.795,1862,66.77199972521822,-0.22384714886220858,6928,0.01822388476348822,0.06998008050241822,10.0,1,0,37432.0,0.32,20.94,0.84,4.15
2014-07-09 13:30:00,95.905,96.388,95.654,95.775,4155,66.77199972521822,-0.20298915024403896,2773,0.01729276099094543,0.06645144989448681,11.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-09 17:30:00,95.775,96.036,95.202,95.835,2121,62.634852138596266,-0.17991193110440434,4894,0.017214818508327904,0.06619845185942097,12.0,1,0,37432.0,0.32,20.94,0.84,4.15
2014-07-10 13:30:00,94.017,95.855,93.956,95.795,3849,56.111426947129154,-0.1498616714307825,1045,0.016121193267309694,0.06203380668844716,13.0,1,0,37432.0,0.32,20.94,0.84,4.15
2014-07-10 17:30:00,95.805,95.986,95.393,95.473,1713,56.8969776826156,-0.09867798304879749,-668,0.012201319230587412,0.04697365740655357,14.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-11 13:30:00,95.725,96.327,95.373,95.614,3648,50.10129418213893,-0.06625407576069275,2980,0.013152026408817822,0.05066096495923489,15.0,1,1,37432.0,0.32,20.94,0.84,4.15
2014-07-11 17:30:00,95.594,95.644,95.303,95.644,1204,39.946658764261514,-0.04005338349864762,4184,0.012934850046676776,0.04985073103927107,16.0,1,1,37432.0,0.32,20.94,0.84,4.15
