Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book,Sentiment score,Score,Frequency
2018-01-02,169.99,172.24,169.25,172.09,41108,50.86177762757685,0.497410835808878,652587,0.0157931336302423,0.109207530728014,1.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1266550728805067,0.0,0.0
2018-01-03,172.5,174.54,171.83,171.85,43686,47.25274725274729,0.4243153827893704,608901,0.0138049222496799,0.095513117758287,2.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1411185217382979,0.0,0.0
2018-01-04,172.75,173.46,172.07,173.16,41074,49.07161803713535,0.2794616486338417,649975,0.0206711930309864,0.143140054316774,3.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.124936264343607,0.1515698616475608,802.0
2018-01-05,173.54,175.21,173.03,174.95,43982,51.1786600496279,0.0659552578960191,693957,0.0299610551059939,0.2077227972847595,4.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1275125536841749,0.1515698616475608,802.0
2018-01-08,174.53,175.57,173.91,174.17,40778,66.88256829062257,-0.0155278595222531,653179,0.0243499695326789,0.168988569940268,5.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1294806074995555,0.18726228792373917,518.75
2018-01-09,174.6,175.04,173.37,174.02,47565,65.66037735849076,-0.0501596043524628,605614,0.02252673492066,0.1564792142563078,6.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1068433975915343,0.18726228792373917,518.75
2018-01-10,173.15,174.28,172.97,174.08,49174,63.47197106690792,-0.0668977487332914,654788,0.0219623575497461,0.1526957156580124,7.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1098566066201893,0.1367953457930096,856.0
2018-01-11,174.63,175.47,174.37,175.24,41227,64.14967510643075,-0.1415900465202256,696015,0.0276128268152232,0.1921978444557623,8.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1233943551254182,0.1367953457930096,856.0
2018-01-12,176.31,177.33,175.58,176.98,48792,67.0378619153675,-0.2853829238879064,744807,0.0362794491948119,0.25289596820258,9.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1277417521833351,0.1452459579986381,723.0
2018-01-16,178.27,179.38,176.12,176.19,64553,57.515923566878975,-0.3028397107287882,680254,0.0303746971293019,0.2119980870966173,10.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.14168529750096304,0.17682017854778062,434.75
2018-01-17,175.3,179.24,175.05,179.13,58689,55.62267657992565,-0.4775460230330494,738943,0.0456175665877507,0.3189785542693073,11.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1348701633162626,0.17682017854778062,434.75
2018-01-18,179.08,180.09,178.22,178.85,54887,58.42629373673616,-0.535073596411729,684056,0.042185558364211,0.295489199199892,12.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1187142165132554,0.1194217603094139,1262.0
2018-01-19,178.81,179.55,177.39,178.45,49192,55.32844437509754,-0.507262455286327,634864,0.0382320155476221,0.2682151129567671,13.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1080751194711711,0.1194217603094139,1262.0
2018-01-22,177.38,177.77,176.6,177.09,44262,53.953441192879225,-0.364999456159754,590602,0.0290958666091252,0.2043635398996457,14.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.11473009161493405,0.16833853015063746,485.0
2018-01-23,177.59,179.43,176.49,176.65,54763,52.70555165144058,-0.2163382543515379,535839,0.0254717091767339,0.1790943814722254,15.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1097273545101152,0.16833853015063746,485.0
2018-01-24,177.59,177.9,173.18,174.18,65992,52.70555165144058,0.0585830872862314,469847,0.0106918408989582,0.0752083272968491,16.0,0,0,88293.0,0.97,40.65,1.9,5.89,0.1113526527927368,0.1353383357525833,1055.0
2018-01-25,174.9,175.04,170.51,171.3,64700,42.98490776970368,0.4242617269483455,405147,-0.005784868231,-0.0406821953422706,1.0,0,1,88293.0,0.97,40.65,1.9,5.89,0.1057740757621583,0.1353383357525833,1055.0
2018-01-26,172.08,172.3,170.03,171.4,59291,33.63057324840756,0.6365121877329565,464438,-0.0050013978550958,-0.0351652465053291,2.0,0,0,88293.0,0.97,40.65,1.9,5.89,0.1229773267809266,0.1376496408419498,1222.0
2018-01-29,170.29,170.31,167.04,167.9,56798,33.63057324840756,0.9697631682279468,407640,-0.0243506018025567,-0.1710411191913863,3.0,0,0,88293.0,0.97,40.65,1.9,5.89,0.13064622344206972,0.2340454396600828,625.5
2018-01-30,166.01,167.36,164.69,167.05,64970,30.762060125844712,1.1900582676989568,342670,-0.0281736019342238,-0.1976669576544623,4.0,0,0,88293.0,0.97,40.65,1.9,5.89,0.0965892800659418,0.2340454396600828,625.5
2018-01-31,166.55,168.43,166.33,166.56,56353,33.697782362042176,1.302319833638056,286317,-0.0298438883922066,-0.2091309985307532,5.0,0,1,88293.0,0.97,40.65,1.9,5.89,0.1013300920053323,0.1072404833979317,1473.0
2018-02-01,167.13,169.61,162.62,169.38,65705,38.167938931297606,1.1267784193572004,352022,-0.0128989129549236,-0.0903415476079771,6.0,0,0,88293.0,0.97,40.65,1.9,5.89,0.1065452921335884,0.1072404833979317,1473.0
