Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book,Sentiment score,Score,Frequency
2018-01-02 13:30:00,169.99,170.18,169.92,170.03,77,56.167664670658816,0.0125108074343758,567826,-0.0036607311810241,-0.0254988187170681,29.0,0,1,88293.0,0.97,40.65,1.9,5.89,0.1906539773461599,0.1136996632996633,25.0
2018-01-02 14:00:00,170.13,170.28,169.97,170.07,130,53.07692307692308,-0.0109116405442863,567956,-0.0032924158990195,-0.0229302375909128,30.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1906539773461599,0.1136996632996633,25.0
2018-01-02 14:30:00,170.01,171.06,169.25,170.97,4955,64.04494382022494,-0.0845917474603028,572911,0.0019042220473846,0.0132631050597353,1.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1122455908289241,0.1147187884132328,45.0
2018-01-02 15:00:00,170.97,171.57,170.83,171.54,4195,65.64659427443218,-0.1646573176270477,577106,0.0050377864692939,0.0350959244691466,2.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1122455908289241,0.1147187884132328,45.0
2018-01-02 15:30:00,171.52,171.58,171.18,171.49,3668,63.09226932668336,-0.2045857640615405,573438,0.0045579205699178,0.0317588293919186,3.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1554775353079794,0.1228459595959596,30.0
2018-01-02 16:00:00,171.5,171.51,171.14,171.25,3205,64.85753052917222,-0.2046722753201774,570233,0.0030280594174293,0.0211016203961662,4.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1554775353079794,0.1228459595959596,30.0
2018-01-02 16:30:00,171.26,171.33,171.07,171.2,3034,61.25064069707835,-0.1914409650229342,567199,0.0026276597371648,0.018313321557116,5.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1317850787205626,0.0328535480816226,31.0
2018-01-02 17:00:00,171.19,171.49,171.16,171.34,2740,76.68133249528572,-0.1822449327746196,569939,0.003311919118311,0.0230853481627093,6.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1317850787205626,0.0328535480816226,31.0
2018-01-02 17:30:00,171.36,171.4,171.19,171.28,2541,79.18848167539255,-0.1628813000075159,567398,0.0028441470974114,0.0198270992151492,7.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.101316966014392,0.0710714285714285,27.0
2018-01-02 18:00:00,171.25,171.58,171.25,171.51,2532,78.28655834564252,-0.1562957689177918,569930,0.0040257901685437,0.0280691737557106,8.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.101316966014392,0.0710714285714285,27.0
2018-01-02 18:30:00,171.53,171.69,171.46,171.67,2472,78.83767535070133,-0.1532410626883504,572402,0.0047669030012129,0.033242931647635,9.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.0704157218442932,0.1130773133116883,56.0
2018-01-02 19:00:00,171.64,172.1,171.62,171.87,2947,79.90867579908684,-0.1547629809994294,575349,0.0057033120649122,0.039782424524219,10.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.0704157218442932,0.1130773133116883,56.0
2018-01-02 19:30:00,171.86,172.08,171.86,171.98,2225,77.26708074534113,-0.1529773315532284,577574,0.006096562255671,0.0425360549350557,11.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.064044289044289,0.1162744107744108,30.0
2018-01-02 20:00:00,171.96,171.99,171.67,171.85,2607,82.36228813559298,-0.1335472638106559,574967,0.0051257224695998,0.0357699351336862,12.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.064044289044289,0.1162744107744108,30.0
2018-01-02 20:30:00,171.85,172.23,171.8,172.22,3685,79.06976744186082,-0.135681023447558,578652,0.0070019226660083,0.0488769965009794,13.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.2,0.1874848484848485,25.0
2018-01-02 21:00:00,172.24,172.24,171.97,172.12,78,80.72289156626543,-0.120915170626959,578574,0.0061639980544126,0.0430386829127087,14.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.2,0.1874848484848485,25.0
2018-01-02 21:30:00,172.12,172.18,172.09,172.09,17,68.85880077369535,-0.1005226648569426,578557,0.0057524276338773,0.040174420837701,15.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.1738962115413727,0.1222294252044252,30.0
2018-01-03 13:30:00,172.5,172.53,172.42,172.44,48,60.092449922959055,-0.1016940916379013,578605,0.0074898543100196,0.052324443549935,16.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.07575645129535924,0.13500338922299782,16.646330611780286
2018-01-03 14:00:00,172.44,172.69,172.42,172.49,122,57.29537366548126,-0.0969428849007658,578727,0.0074745251571375,0.0522332889009078,17.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.07575645129535924,0.13500338922299782,16.646330611780286
2018-01-03 14:30:00,172.51,173.87,172.15,173.86,4752,67.81534460338125,-0.1727469161182252,583479,0.0148604449600449,0.1039104148263732,18.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.0945446821078107,0.0771717171717171,28.0
2018-01-03 15:00:00,173.85,174.39,173.73,174.03,3909,66.71709531013632,-0.2180927155485252,587388,0.0152216333596005,0.1065021632645368,19.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.0945446821078107,0.0771717171717171,28.0
2018-01-03 15:30:00,174.03,174.54,173.87,174.13,3650,61.72384462716188,-0.2370064697505337,591038,0.0151757838164085,0.1062471764698784,20.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1303288907987437,0.1371665313852814,40.0
2018-01-03 16:00:00,174.15,174.28,173.9,173.93,3397,63.34012219959259,-0.2186761549971898,587641,0.0134529917455866,0.0942374832749521,21.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1303288907987437,0.1371665313852814,40.0
2018-01-03 16:30:00,173.94,173.95,173.48,173.65,3024,58.31435079726631,-0.1723590644525807,584617,0.0113526406513222,0.0795615035386845,22.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.114850969042793,0.113125,29.0
2018-01-03 17:00:00,173.65,173.72,173.38,173.49,2767,58.62068965517221,-0.1181937019432683,581850,0.0100080386192512,0.0701669347724873,23.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.114850969042793,0.113125,29.0
2018-01-03 17:30:00,173.48,173.51,173.19,173.29,2867,61.83206106870213,-0.0591265385119745,578983,0.0084939396653499,0.0595721530166883,24.0,1,1,88293.0,0.97,40.65,1.9,5.89,0.0,0.1737048059964727,27.0
2018-01-03 18:00:00,173.3,173.47,173.06,173.34,2702,62.15260232440618,-0.0159030741504457,581685,0.0084375105164171,0.0591967744670398,25.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0,0.1737048059964727,27.0
2018-01-03 18:30:00,173.36,173.39,172.9,172.96,2516,62.39335946506797,0.0426018629168182,579169,0.0059811418581603,0.0419733715467316,26.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1058200884763384,0.1564814814814815,18.0
2018-01-03 19:00:00,172.94,173.08,172.73,172.87,3129,62.18555585609945,0.0890137847786434,576040,0.0052425294051833,0.0367979452115889,27.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1058200884763384,0.1564814814814815,18.0
2018-01-03 19:30:00,172.85,172.89,172.3,172.38,3094,63.62252663622516,0.1507372344602118,572946,0.0022991039864,0.0161392022620816,28.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1763131313131313,0.1666835016835017,21.0
2018-01-03 20:00:00,172.38,172.58,172.13,172.26,3321,63.63133130362556,0.1948659116592489,569625,0.0015384717315658,0.0108004100165146,29.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.1763131313131313,0.1666835016835017,21.0
2018-01-03 20:30:00,172.25,172.54,171.94,172.18,4255,64.56400742115011,0.2226563827729815,565370,0.001031207698571,0.0072396096237241,30.0,1,0,88293.0,0.97,40.65,1.9,5.89,0.0557756189123376,0.1150007982120051,29.0
