Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book,Score,Frequency
2018-01-02 13:30:00,1172.81,1173.25,1172.12,1172.73,24,42.937456078706695,-0.0038035328124936,28608,-0.0043261837385234,-0.2079791624246354,31.0,0,1,60453.0,3.75,1169.47,3.74,20.43,0.0353535353535353,6.0
2018-01-02 13:45:00,1172.75,1175.49,1172.72,1174.0,47,44.29771908763464,-0.2713758590620019,28655,-0.0031209534178773,-0.1500191952707155,32.0,0,0,60453.0,3.75,1169.47,3.74,20.43,0.0353535353535353,6.0
2018-01-02 14:00:00,1174.0,1174.6,1173.97,1174.0,36,57.02364394992967,-0.4492944680000601,28655,-0.0029989301278127,-0.1441360895739762,33.0,0,0,60453.0,3.75,1169.47,3.74,20.43,0.0825757575757575,4.0
2018-01-02 14:15:00,1172.99,1174.3,1172.97,1173.52,42,57.475083056477736,-0.5300365647231944,28613,-0.0032734091995878,-0.1573072233161383,34.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0825757575757575,4.0
2018-01-02 14:30:00,1174.6,1177.44,1170.5,1177.42,1555,65.25934861278597,-0.8239509790567165,30168,3.751577343826262e-05,0.0018028638728537,1.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.1164772727272727,20.0
2018-01-02 14:45:00,1177.56,1181.52,1177.39,1181.11,1414,70.8446676431596,-1.22079053261334,31582,0.0030468486389296,0.1464380456816343,2.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.1164772727272727,20.0
2018-01-02 15:00:00,1180.87,1183.53,1180.74,1181.4,1023,78.26086956521712,-1.4415760987556303,32605,0.0031635776374508,0.1520679262432622,3.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.1690384615384615,13.0
2018-01-02 15:15:00,1181.4,1184.95,1180.97,1183.39,992,79.624936644702,-1.6456448770712295,33597,0.004662133956947,0.2241436938415972,4.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.1690384615384615,13.0
2018-01-02 15:30:00,1183.39,1184.02,1181.97,1182.95,777,79.624936644702,-1.669710593436556,32820,0.0041197145847217,0.1980988431027981,5.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0939393939393939,11.0
2018-01-02 15:45:00,1182.86,1183.32,1181.59,1182.2,813,80.04174276023903,-1.5561032292180306,32007,0.0033460454699186,0.1609184963142524,6.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0939393939393939,11.0
2018-01-02 16:00:00,1182.2,1184.01,1182.15,1183.93,594,78.23652904128588,-1.5168816632611246,32601,0.0046246455571039,0.2224511043020811,7.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.0340277777777777,12.0
2018-01-02 16:15:00,1183.92,1184.5,1183.0,1183.59,829,79.30966663388531,-1.3907798896131174,31772,0.0041653853734603,0.2003941982509332,8.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0340277777777777,12.0
2018-01-02 16:30:00,1183.59,1185.2,1183.14,1185.09,821,78.8320515113555,-1.3310883810120826,32593,0.0052236263719405,0.2513591316528618,9.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0682072829131652,17.0
2018-01-02 16:45:00,1185.09,1187.7,1185.09,1187.21,815,78.96841263494409,-1.352683799373383,33408,0.0067446400642795,0.3246391657055483,10.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0682072829131652,17.0
2018-01-02 17:00:00,1187.42,1187.89,1186.3,1187.7,657,71.6052853528236,-1.3169903892285235,34065,0.0068774346122704,0.3311239043055138,11.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.1385202471139971,16.0
2018-01-02 17:15:00,1187.69,1187.76,1186.77,1187.16,439,72.1635277905357,-1.1785266775566938,33626,0.0061663441853627,0.2969621825679951,12.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.1385202471139971,16.0
2018-01-02 17:30:00,1187.16,1187.27,1184.98,1186.6,505,73.1718677224017,-0.9789445744793204,33121,0.0054672963394484,0.263355822467247,13.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0472222222222222,9.0
2018-01-02 17:45:00,1186.6,1187.13,1186.28,1186.95,467,71.65164629249381,-0.807359932734828,33588,0.0055365838168497,0.2667536333508451,14.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.0472222222222222,9.0
2018-01-02 18:00:00,1186.94,1188.13,1186.94,1187.67,612,66.96474992201101,-0.6840907068171092,34200,0.0059040751611231,0.2845280006704342,15.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.1817148760330578,11.0
2018-01-02 18:15:00,1187.67,1188.0,1186.67,1187.93,737,56.83355886332795,-0.5666513175753889,34937,0.0058827028620533,0.283566118291219,16.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.1817148760330578,11.0
2018-01-02 18:30:00,1187.93,1188.06,1186.28,1186.52,880,59.791122715404654,-0.3511553123129349,34057,0.0045040798509419,0.2171517607112036,17.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.1324810606060606,16.0
2018-01-02 18:45:00,1186.51,1187.16,1186.49,1187.1,537,55.71531272465837,-0.211692773496277,34594,0.0047982795880921,0.2313811034284754,18.0,1,1,60453.0,3.75,1169.47,3.74,20.43,0.1324810606060606,16.0
2018-01-02 19:00:00,1187.18,1188.76,1187.11,1188.66,692,58.90540968048104,-0.1892562150597276,35286,0.0058773522421149,0.2834838052547184,19.0,1,0,60453.0,3.75,1169.47,3.74,20.43,0.2255291005291005,6.0
