Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book
2017-01-04,116.009,116.489,115.719,115.999,48389,0.0,0.0,0,1.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-05,115.799,116.839,115.779,116.669,49817,58.60058309037928,-0.04275783475782191,49817,2.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-06,116.319,118.149,116.319,117.889,55550,72.69230769230788,-0.14507627697826136,105367,3.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-09,118.029,119.419,117.759,118.899,53010,75.38994800693261,-0.2656300846782892,158377,4.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-10,118.899,119.369,118.279,119.049,50976,75.54179566563494,-0.33580522080020225,209353,5.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-11,118.889,119.919,118.539,119.699,57746,75.74206755373612,-0.4018687488638125,267099,6.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-01-12,118.959,119.269,118.179,119.129,56357,75.74206755373612,-0.38311855131975703,210742,7.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-01-13,119.089,119.609,118.779,118.989,48352,78.7904599659285,-0.33876006078443444,162390,8.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-17,118.589,120.219,118.219,119.909,53778,76.08069164265135,-0.3475507546341734,216168,9.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-18,119.989,120.489,119.719,119.919,50727,73.60890302066775,-0.3303272923419196,266895,10.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-01-19,119.49,120.079,119.069,119.839,52489,73.19000948466666,-0.29120507085041214,214406,11.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-20,120.059,120.319,119.699,119.989,56011,73.31288343558288,-0.254422330256161,270417,12.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-23,119.699,120.799,119.669,120.039,54048,71.41448989650078,-0.21407249667080275,324465,13.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-01-24,119.479,120.089,119.329,119.999,50078,71.41448989650078,-0.16737057899025043,274387,14.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-25,120.159,122.089,120.139,121.849,52016,75.65118912797296,-0.2393694029655129,326403,15.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-26,121.649,122.429,121.569,121.939,51783,72.61904761904775,-0.2691285952620359,378186,16.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-01-27,121.949,122.329,121.569,121.709,46581,70.21582733812963,-0.24981772777568123,331605,17.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-01-30,120.909,121.729,120.619,121.609,45725,67.77583187390553,-0.20848991620754553,285880,18.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-01-31,121.309,125.169,119.079,123.949,53742,73.90243902439033,-0.31076869182430045,339622,19.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-01,127.099,130.479,126.769,128.899,63987,82.88000000000008,-0.6635514695945346,403609,20.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-02-02,128.399,129.379,127.749,128.199,51411,83.7104072398191,-0.7927696780973041,352198,21.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-03,128.249,129.169,128.139,129.049,45183,80.32963095664655,-0.8721986101961443,397381,22.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-06,128.719,130.489,128.649,130.259,48759,80.73008073008089,-0.937243234466957,446140,23.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-07,130.439,132.079,130.309,131.429,47414,82.18111002921148,-0.9851734331072368,493554,24.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-08,131.509,132.209,131.159,132.059,43503,80.96253426743813,-0.9831571131144883,537057,25.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-09,131.549,132.429,131.089,132.299,41928,77.73044151820285,-0.9228112788713596,578985,26.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-02-10,132.159,132.929,132.029,132.109,42549,79.43980929678179,-0.7995241944626699,536436,27.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-13,132.53,133.81,132.52,133.21,45216,79.01191758071278,-0.7238159931341159,581652,28.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-14,133.08,135.25,133.0,135.25,49889,80.53724546940077,-0.7401731262430689,631541,29.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-15,135.62,136.25,134.59,135.52,50647,80.72832390960448,-0.6987332901954946,682188,30.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-02-16,135.22,135.89,134.82,135.26,50952,80.72832390960448,-0.5878238619447211,631236,31.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-17,134.85,135.78,134.82,135.69,46560,79.66976444126678,-0.4818807131969556,677796,32.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-21,136.19,136.74,135.95,136.6,44209,78.0261198952184,-0.41413822216162366,722005,33.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-22,136.43,137.11,136.08,137.06,41367,64.91442116638186,-0.34422848313215404,763372,34.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-02-23,137.3,137.47,136.27,136.45,47376,60.75957627302962,-0.20755567245857787,715996,35.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-24,135.41,136.64,135.11,136.64,43574,61.13348879937816,-0.08678274616316539,759570,36.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-27,136.87,137.42,136.25,136.75,44049,57.85763543023537,0.022996532810032555,803619,37.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-02-28,136.92,137.42,136.67,136.96,43275,54.511620213381995,0.11369621528681861,846894,38.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-01,137.75,140.14,137.57,139.7,50530,61.081081081081315,0.025964722951616448,897424,39.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-03-02,139.99,140.26,138.49,138.93,47635,62.66943189393399,0.054935877972437375,849789,40.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-03,138.6,139.82,138.53,139.72,46641,62.52788104089238,0.05585451009742215,896430,41.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-03-06,139.33,139.74,138.57,139.36,43516,64.34210526315809,0.11240521778861723,852914,42.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-07,138.99,139.98,138.76,139.47,46986,59.69289827255317,0.17061005490663605,899900,43.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-03-08,139.08,139.79,138.66,138.97,46938,61.15107913669099,0.2653403946657171,852962,44.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-03-09,138.46,138.81,137.03,138.69,48103,58.10546875000033,0.36335364044682894,804859,45.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-10,138.98,139.34,138.62,139.14,47413,58.18713450292422,0.41087148078665736,852272,46.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-13,138.71,139.42,138.68,139.17,42588,46.363044892648134,0.45011577513230705,894860,47.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-03-14,138.89,139.64,138.81,138.98,44068,47.682801235839335,0.49513110151558815,850792,48.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-15,139.15,140.74,138.99,140.42,48145,52.80228656642229,0.4362525252253979,898937,49.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-16,140.69,141.0,140.23,140.66,47497,54.3378995433789,0.39092866459163744,946434,50.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-03-17,140.66,141.02,139.86,139.9,44078,56.79762386931266,0.41940324711571053,902356,51.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-20,140.24,141.52,140.19,141.43,42865,61.10030564045554,0.3455422244505493,945221,52.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-03-21,141.98,142.78,139.68,139.71,64316,50.45064849417442,0.4180309906624604,880905,53.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-22,139.39,141.59,139.37,141.18,52296,56.35461872287645,0.37391786360408474,933201,54.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-03-23,141.22,141.58,140.58,140.77,50696,58.751393534002034,0.3781583853420729,882505,55.0,1,0,78351.0,0.84,27.38,1.5,4.35
2017-03-24,141.1,141.73,140.34,140.63,49130,60.02277904327997,0.39439107353860914,833375,56.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-27,139.55,141.21,138.59,140.91,48624,60.78212290502779,0.3895869591688399,881999,57.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-28,140.84,144.03,140.59,143.62,52086,62.74056966897599,0.21588435355258895,934085,58.0,1,1,78351.0,0.84,27.38,1.5,4.35
2017-03-29,143.57,144.48,143.17,144.15,47723,62.33073450964279,0.08405568635876648,981808,59.0,1,0,78351.0,0.84,27.38,1.5,4.35
