Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book
2016-08-23 19:00:00,108.789,108.819,108.709,108.769,2671,0.0,0.0012763532763415241,-2671,-0.00017663389507114534,-0.0007843137254894827,1.0,0,0,42358.0,0.36,22.36,1.42,3.81
2016-08-23 19:30:00,108.789,108.789,108.629,108.659,3402,0.0,0.009026472187726994,-6073,-0.0011412466570487779,-0.005067281814675084,2.0,0,0,42358.0,0.36,22.36,1.42,3.81
2016-08-23 20:00:00,108.669,108.669,108.539,108.649,52,0.0,0.014025608403903333,-6125,-0.0011848702476393988,-0.00526072174352521,3.0,0,1,42358.0,0.36,22.36,1.42,3.81
2016-08-23 20:30:00,108.639,108.669,108.619,108.669,14,11.666666666664597,0.015091921867819654,-6111,-0.0009617918374112731,-0.004270105204568608,4.0,0,1,42358.0,0.36,22.36,1.42,3.81
2016-08-24 12:30:00,108.739,108.809,108.679,108.709,45,18.32061068702336,0.012326569489197189,-6066,-0.0005707726064245324,-0.0025340226475094596,5.0,0,0,42358.0,0.36,22.36,1.42,3.81
2016-08-24 13:00:00,108.699,108.729,108.409,108.409,176,18.32061068702336,0.028974478486128594,-6242,-0.003198732680981352,-0.014199355092713972,6.0,0,0,42358.0,0.36,22.36,1.42,3.81
2016-08-24 13:30:00,108.379,108.509,107.939,108.109,3551,18.32061068702336,0.05685149401949288,-9793,-0.005724901321693985,-0.02540722352044611,7.0,0,1,42358.0,0.36,22.36,1.42,3.81
2016-08-24 14:00:00,108.089,108.229,107.979,108.199,3600,28.48101265822845,0.06528687182346504,-6193,-0.004706031861252269,-0.02088145004906039,8.0,0,0,42358.0,0.36,22.36,1.42,3.81
2016-08-24 14:30:00,108.189,108.189,107.819,107.979,3496,26.49006622516606,0.08072908509891875,-9689,-0.006467548597872578,-0.02869002063536641,9.0,0,0,42358.0,0.36,22.36,1.42,3.81
2016-08-24 15:00:00,107.979,108.099,107.749,107.879,3347,25.641025641025948,0.09191142319309256,-13036,-0.007100009573315078,-0.03148649041436613,10.0,0,0,42358.0,0.36,22.36,1.42,3.81
