Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book
2015-11-30 13:30:00,674.999,680.999,665.919,667.139,10428,0.0,0.3197264957265361,-10428,-0.007163496230870032,-0.19647058823522912,1.0,0,0,25358.0,0.17,511.67,3.52,19.31
2015-11-30 17:30:00,667.169,672.879,664.469,664.799,10140,0.0,0.6519688898629465,-20568,-0.01023267139079774,-0.2805305651672825,2.0,0,1,25358.0,0.17,511.67,3.52,19.31
2015-11-30 21:30:00,665.009,665.189,664.799,664.969,50,4.826117814054527,0.8129710061822297,-20518,-0.009591969784163676,-0.2628626998665595,3.0,1,1,25358.0,0.17,511.67,3.52,19.31
2015-12-01 13:30:00,669.979,679.019,667.739,678.369,9879,65.15893594545318,0.012042419182301034,-10639,0.009955495754312985,0.2729358373831019,1.0,1,1,25358.0,0.17,511.67,3.52,19.31
2015-12-01 17:30:00,678.369,680.909,676.999,679.069,11043,55.14975845410645,-0.539362813586018,404,0.0105618197593447,0.28968345160342324,2.0,1,0,25358.0,0.17,511.67,3.52,19.31
2015-12-01 21:30:00,678.609,678.939,678.589,678.609,12,55.14975845410645,-0.8302082615544757,392,0.009486248926964858,0.2602841005601704,3.0,1,1,25358.0,0.17,511.67,3.52,19.31
2015-12-02 13:30:00,678.999,684.579,676.969,681.699,9019,52.873096446700565,-1.1671537793012938,9411,0.0135231379453285,0.37125335151847594,4.0,1,0,25358.0,0.17,511.67,3.52,19.31
2015-12-02 17:30:00,681.699,682.749,674.099,676.099,9493,52.873096446700565,-0.9580950087325442,-82,0.004992446806260956,0.13708655341986287,5.0,1,1,25358.0,0.17,511.67,3.52,19.31
2015-12-02 21:30:00,676.139,677.519,676.119,676.699,25,53.662666201882395,-0.8112563576567158,-57,0.0056522593205545575,0.15524002191318687,6.0,0,0,25358.0,0.17,511.67,3.52,19.31
2015-12-03 13:30:00,679.779,682.559,670.199,671.969,11215,48.74694653035377,-0.369116431316444,-11272,-0.0013231317000715075,-0.03633801816192772,1.0,0,0,25358.0,0.17,511.67,3.52,19.31
