Date_Time,Open,High,Low,Close,Volume,rsi,macd_decision,obv,Close_ema_50_Close_ema_50_derivative_distance,Close_ema_50_derivative,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,revenue,eps,pe_ratio,debt_to_equity,price_to_book
2017-03-13 17:30:00,854.77,855.04,854.0,854.4,1380,0.0,0.024888888888926885,-1380,-0.0004383680047786933,-0.015294117647044914,1.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-13 18:30:00,854.38,854.61,854.0,854.38,1717,0.0,0.04040367204810536,-3097,-0.00044366554723617856,-0.015478662053055814,2.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-13 19:30:00,854.48,854.73,851.99,854.0,1458,0.0,0.07211190760544195,-4555,-0.0008534321600149997,-0.029773616482316356,3.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-13 20:30:00,854.0,854.26,854.0,854.26,4,16.919739696311936,0.07130002483557618,-4551,-0.0005277147895961661,-0.018409945247753967,4.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-14 12:30:00,852.0,852.74,851.97,852.02,45,16.919739696311936,0.20952937451924925,-4596,-0.003025387148552154,-0.10553112386548946,5.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-14 13:30:00,852.02,853.5,847.73,847.76,2799,16.919739696311936,0.5560949851886449,-7395,-0.007698438195545035,-0.26845147194910624,6.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-14 14:30:00,847.74,850.26,847.54,849.68,2198,49.869281045751194,0.6194135707650003,-5197,-0.005238433535702764,-0.18262984559817141,7.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-14 15:30:00,849.67,850.54,848.64,849.31,1423,49.869281045751194,0.6466098248552007,-6620,-0.005450406633634733,-0.18997769479051385,8.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-14 16:30:00,849.31,850.3,848.93,850.0,1400,39.032446085098336,0.5806191505633221,-5220,-0.004461167339283323,-0.15546876558289568,9.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-14 17:30:00,849.97,850.5,849.18,850.12,1229,32.214868400800455,0.4947327749679402,-3991,-0.004151888055175935,-0.14466606889345712,10.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-14 18:30:00,850.13,850.86,849.83,850.75,1240,29.010284493121446,0.3672038603530472,-2751,-0.0032804540760299926,-0.11428700736826158,11.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-14 19:30:00,850.73,852.4,849.47,851.75,1476,30.295081967213136,0.19581001797862696,-1275,-0.002026343128301475,-0.07058947766756773,12.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-14 20:30:00,851.75,851.89,851.73,851.74,5,31.45424836601312,0.06991678693795833,-1280,-0.001958292469994249,-0.06821341971976835,13.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-15 12:30:00,853.6,854.0,851.86,852.53,103,42.80909990108791,-0.07207149676622271,-1177,-0.0009921419469478589,-0.03455799149548966,14.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-15 13:30:00,853.25,854.22,847.64,849.35,2731,45.97994220635736,0.03681580366506221,-3908,-0.00453431441600163,-0.15790865849567126,15.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-15 14:30:00,849.38,849.74,846.98,848.78,2022,42.573283493999696,0.13059099452068335,-5930,-0.004999378185843184,-0.17406910326053548,16.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-15 15:30:00,848.78,850.21,848.54,849.96,1431,44.1393168117887,0.09799980243038453,-4499,-0.003474782785408504,-0.1209683541129607,17.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-15 16:30:00,849.97,850.84,849.74,850.57,1779,48.47722827605489,0.024065800780014523,-2720,-0.002651663259164433,-0.09230292846154953,18.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-15 17:30:00,850.58,853.93,850.42,852.02,2005,44.77054429028819,-0.12556701885742472,-715,-0.0009141670393060752,-0.03182046067877309,19.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-15 18:30:00,852.0,854.05,851.17,852.4,2479,43.26591021213619,-0.24623129849690062,1764,-0.00045020858641941456,-0.015670638691403838,20.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-15 19:30:00,852.4,853.74,849.97,851.99,1734,39.41311852704271,-0.2914360721999222,30,-0.0008945102451755316,-0.03113453521325482,21.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-15 20:30:00,852.0,852.03,852.0,852.03,2,37.062937062937074,-0.3150282874987572,32,-0.0008143910570142679,-0.02834494559704126,22.0,1,1,43741.0,1.53,749.87,3.33,18.55
2017-03-16 12:30:00,855.39,856.0,852.97,854.25,125,53.96282845545843,-0.4622419209158538,157,0.0017187504843190517,0.059825444426337526,1.0,1,0,43741.0,1.53,749.87,3.33,18.55
2017-03-16 13:30:00,854.99,855.3,852.15,853.81,2447,54.87603305785135,-0.508413353747434,-2290,0.0011555706251605102,0.0402244466057482,2.0,0,0,43741.0,1.53,749.87,3.33,18.55
2017-03-16 14:30:00,853.81,854.05,851.49,851.52,1841,57.99935184184978,-0.36961165502354304,-4131,-0.0014697271701918976,-0.051156904241565826,1.0,0,1,43741.0,1.53,749.87,3.33,18.55
2017-03-16 15:30:00,851.52,852.49,850.48,852.33,1551,57.23029839326744,-0.31914093347998806,-2580,-0.0004995076312470765,-0.017386045251669202,2.0,0,0,43741.0,1.53,749.87,3.33,18.55
